created_at,full_text,year
2020-03-08,@LmaoWhofi Kontol :(,2020
2020-12-08,@Kaoghanung78 Uuuhh gede kontol nya pengen ngemut dah,2020
2020-03-08,@farhanmachmud_ @Benedictuswinn1 @Nerakagarislucu @andesybarany @haridosa_ @conjureflesh @inlander_ @fcutomo @Hariyntosaputra @PolJokesID KONTOL,2020
2020-02-12,@yanbudi18 Itu cewek anjing gak malu sama kontol tuh? Kenapa indo masih banyak pembulyan si ya allah pengem pindah ke luar negri tapi cuma bisa bahasa sunda,2020
2020-12-07,@UrangSu05603053 @GusDekill @purudul @yunartowijaya @hnurwahid @KPK_RI Hahaha lu berdua @UrangSu05603053 @GusDekill pura2 buta kontol search youtube video penghinaan rijik. Mulai dari kristen hindu bali adat sunda polisi semua dia hina. Pura2 buta lu kontol.,2020
2020-03-12,@LmaoWhofi KONTOL,2020
2020-08-20,@MUSIC_FESS Asa the kontol sama lu semua.,2020
2020-03-18,Halah konten konten kontol,2020
2020-03-16,@ambohhhh @muzh_29 @briankhrisna Kontol dalam bahasa sunda,2020
2020-06-18,@akangkampung Paling demen ngefuck boty kontol kecil,2020
2020-03-23,@kanmaend Ya nanti kan kontol,2020
2020-10-06,Indonesia in a nutshell. Trending topic dibaca dari bawah ke atas Karena UU Cilaka bikin DPR kontol aku mau nyembah Sunda Empire aja deh . Please take me outta here... https://t.co/Uj4DM1rX2H,2020
2020-01-12,@CamileaSP Cimahi Juga Sunda Yee Bocah Kontol,2020
2020-02-01,KASUBAG Kontol ASU BAnGsat KAMBING KAMpang BabI anjING PISO SUNDA PIlat telaSO SUNDAla Berusaha ngomong kasar tapi gamau dibilang kasar.,2020
2020-04-17,@AlterBaseRated Haha gk jelas kontol.,2020
2020-12-09,sunda kontol,2020
2020-06-16,@fauzan_en Tah nu kieu kontol! Make sunda kasar dicarekan make lo gue dihantam make Sunda halus da teu bisa. Hayangna nawn sateh burjo!,2020
2020-06-28,@Lmaowhofi Kontol,2020
2020-05-19,@kumbang_rio Mantap kontol n pejuhnya,2020
2020-10-06,Monggo di persilahkan.. DPR KONTOL Sunda empire PDIP UU ITE #tolakomnisbuslaw #dprkontol #DPRIRIKhianatiRakyat #tolakruuciptakerja #Demo #BatalkanOmnibusLaw https://t.co/Tmyw9JiTW4,2020
2020-03-22,@Justintambunan7 Kontol :(,2020
2020-12-14,@Kaoghanung78 Hmmm psti gede tuh kontol nya aa,2020
2020-10-19,bahasa sunda nya burung kuntul itu burung kontol,2020
2020-04-16,@rakajunico Gua juga kangen jun cuman ya gimana ni korona kontol mau banget gua ke jakarta ancur banget nih gara gara covid kontol,2020
2020-05-30,@Asknonym Jokes dari orang yg suka bercanda di anggap serius Giliran petinggi sunda empire ngomong serius malah dikira bercanda. KONTOL LO SEMUA,2020
2020-10-07,@KontolSunda2 Oh dunk kontol sunda,2020
2020-05-25,@knappramadhan kontol terbang opo opo kui seng kae wkwkwk @keduniaan,2020
2020-05-02,@abcdefby mmksud lu apa goblog rasis amat hidup lu ngapa kalau sunda? gua sunda ini. Caper amat hidup lu kontol keluar sia anjing,2020
2020-04-25,@glowinthehell @lostcontactf KONTOL APA APAAN LU ALIN BAWA BAWA SUNDA,2020
2020-10-06,https://t.co/SeTKi8wE9M 11.374 Meninggal Demo Gedung DPR Kontol Pemerintah Jokowi Megawati DPR Penghianat Puan Buzzer UU ITE Polisi Prabowo Sunda Empire Tahun 2020 #OmnibusLawSampah #OmnibusLawTekanHakBuruh #KAMIKecamDPRTSTCukong #DPRRIKhianatiRakyat #najwashihab #TuesdayThoughts,2020
2020-03-08,Sy mau isep kontol km,2020
2020-02-03,@kklloowwnn unta terbang tempik sunda sambil ngankang........ KONTOL,2020
2020-01-12,@DimasAnugrahhh @achmadfauzan008 Bacot kontol ieu teh tanah sunda,2020
2020-08-03,@VeliHj Tanteu fengen tau menantu tanteu ko mau sekontol sma anak darah daging tanteu emang tanteu ga bisa cari kontol yg laen,2020
2020-04-20,@japetgaadaobat @earlrahman_ Kontol,2020
2020-04-23,Saya suka kontol besar panjang jembot lebat mau hitam mau putih nggak masalah ini temen saya dari Malaysia suka dengan Kontol nya kakak Indonesia mantap...,2020
2020-04-30,Klian blom tw aj btapa mnyedihkan ny ak sbgai org indrmyu klo ngopi ma tmn sunda java mreka biasnya kpo bgt bhsa asli indrmyu gmn ak cntohin mreka ktw wkwkwk gjelas bgt ktnya ad sunda ad jwa juga ak cmn bisa hehehe doang smbil ngatain mreka kontol bgt kirik ktek koplok.,2020
