created_at,full_text,year
2022-11-19,Warg Flores NTT Indonesia timur luar P. Jawa jangan mau dikompor2in sjw ginian. Enak aja daerah tertinggal mau maju disuruh ga usah maju aja sama dia ckck,2022
2022-05-08,@SUNDA_FESS gede hulu kontol,2022
2022-06-10,Namanya musibah gak tua gak muda Ahmad Dhani Indy Barends Yakult Kamera 108MP Vega Hiatus Padang Sunda #Viralkan Non Halal Joshua PSSI Ginting Fajar Minions #SECRET_NUMBER #CHAEYOUNG Ribet #DOOMCHITA_ON_MUBANK Sinyo Egois Kontol Semalem LeoNiel https://t.co/OENwheF6TE,2022
2022-10-29,ngentot dikelas gua ada maling sering bat lagi kontol,2022
2022-11-23,jawa lashings you all haven't met my jawa timur guy friend semua orang dikatain kontol,2022
2022-08-29,@bosedii @ronaldpolnaya @detikcom Edi kontol .. elu pulang mudik lewat jalan toll trans Jawa dari duit yang lu bilang ngutang dari presiden yang lu bilang dongok .. dasar enggak tau malu lu anjjiiiiing,2022
2022-12-16,@_mardial_ Dah yang bagus orang sunda yang kerja di karen kontol,2022
2022-10-28,@SUNDA_FESS KONTOL,2022
2022-11-11,@tanyakanrl china ini jujur bukan karena emang gua orang cina ya kontol. tapi china punya banyak jenis pekerjaan entah dari yang butuh tenaga wow sampe tenagaless. dan kerjaannya macem macem bahkan ada yang diluar nalar makanya gua tertarik hmhm,2022
2022-07-05,Baru kali ini nemu cina kontol!,2022
2022-07-24,@zarazettirazr Cina kontol,2022
2022-09-16,kontol lah udh pendek masih aja dicukur memmek,2022
2022-11-09,@orchidmalevolen @CrimsonTorture_ Goblok bawa2 Jawa tolol ga nyambung kontol,2022
2022-11-09,@RH4dore @FikriAr_66 @Nocturn46908564 @rahadian_vcc @GreenpeaceID Goblok kl gk untung ente knp tinggal dinpulau jawa ? Kontol luu tuh buat cuan,2022
2022-10-13,@infotwitwor_ jakarta bukan jawa kah maniezzzz? jakartka kontol kata gue teh,2022
2022-09-19,15. KONTOL KAMBING JAJANAN KHAS JAWA,2022
2022-12-19,@SUNDA_FESS @baterrrrplaayyy Kenapa jarum ujungnya lancip ? Kalo ujungnya tumpul mah kontol,2022
2022-09-15,@DonKintil @aniesbaswedan Alah si kintil soksok bawa jawa lu pikir semua orang jawa sama kayak lu kontol,2022
2022-08-02,@daffaarnk @SUNDA_FESS Kontol emang,2022
2022-09-21,@keuheul_ @SUNDA_FESS Pokonamah maneh kontol,2022
2022-09-08,@SUNDA_FESS Kode pengen masukin kontol ke kemem,2022
2022-04-20,hbd jamet sunda kontol jelek @awesekoy,2022
2022-09-04,@prastow @YouTube turunkan mukidi cina kontol,2022
2022-12-06,@SUNDA_FESS Anak kontol,2022
2022-08-26,@pngajian aneh banget kontol org jawa,2022
2022-05-13,@SUNDA_FESS sugan aing KONTOL,2022
2022-10-07,@BintangNtAnansa cina sok jago kontol,2022
2022-09-17,@bdngfess @stdsiliwangi Kanjut mun ngarujuk kanu wadah siki. Mun awakna nu luhur karek disebut kontol. Aya istiliahna dina Basa Sunda mah kanjut kunang kanjut dina taktak kanjut dina tarangg jeung laer kanjut.,2022
2022-10-15,@SUNDA_FESS beunghar jeung kontol badag. ga punya semua itu? muhasabah diri anda,2022
2022-02-28,@SUNDA_FESS kontol kontol kontol kontol,2022
2022-05-10,@SUNDA_FESS Isinya kontol kah?,2022
2022-07-04,@PeyekOomKece Benerin dulu pronunciationnya bang kontol baru sok2an bahasa italia.. itu Vaffanculo bukan papanculo bang kontol. Bang kontol kira lidah italia sama kek lidah sunda ga bisa nyebut V ma F?? Duhh..bang kontol bang kontol udh berusaha sangar tapi kok lawak. Ngakak,2022
2022-09-23,@SUNDA_FESS lu kontol,2022
2022-05-24,@nununununbit SJWYSHWHS TAKUT!!! MANA GUA SERING NGETWIT KONTOL BIN BOOL BOTI CINAAAAA (takut tp tetap maju menikmati kontol cina),2022
2022-09-24,@NabiLendir @RereAvailable Cina komunis kontol.....,2022
2022-11-21,@higgsdomino_id CINA KONTOL ANJENGG,2022
2022-06-07,@akusiapanyanday @Moejaaaa sunda kontol ap mek sekalian weh,2022
2022-05-18,@SUNDA_FESS Molen kontol,2022
2022-12-03,@Barskyyyyy @Box2BoxBola Kalau emg jago semua prediksi bener dari awal kalau ada yg salah atau bener itu cuma tebak2an gurita aja lebih jago dari si kontol cina itu,2022
2022-11-03,@lnptop Ini cina kontol gede tebal panjang enak di ewe SM dia,2022
2022-10-23,@SUNDA_FESS Gaya elit modal pabeulit kontol!!!,2022
2022-10-17,yehh kontol itu orang orang yang merantau sebarin dah ke seluruh jawa jangan numpuk di barat semua,2022
2022-10-25,@SUNDA_FESS ajak jalan-jalan jajanan bakso kontol di braga,2022
2022-12-06,ribet bnget kontol makan tinggal makan tpi aku mau di keluarga sunda atau keluarga jawa ttp aja tuh kalau lagi madang pasti disuguhin banyak menu,2022
2022-10-02,@SUNDA_FESS Salah Base kontol,2022
2022-07-10,BAHASA SUNDA KONTOL ANJING PEPEK MALES BGT GWE,2022
2022-05-13,@SUNDA_FESS woy anjing sini sia monyet wani na ka awewe dih tolol era atu ku kontol,2022
2022-03-12,ajarin gue b.sunda kntut gue punya abang tapi abang gamau ngajarin gue kontol emang,2022
2022-10-14,@caul_tanjung MARI HANCURKAN NKRI NEGARA KONTOL REPUBLIK ITIL HANCURKAN NKRI DAN MARI KITA BENTUK NEGARA JAWA NEGARA SUMATRA NEGARA KALIMANTAN DENGAN PRESIDEN YANG BERBEDA. HANCURKAN NKRI. HANCURKAN KUBILANG HANCURKAN NKRI NKRI NEGARA LONTE NEGARA ANJING BANGSAT,2022
2022-05-24,@mixpresma saya sukanya kontol cina,2022
2022-11-07,@SUNDA_FESS WKWKWK KONTOL,2022
2022-02-12,@SUNDA_FESS Ongkoh pakaian masih lengkap tapi sperma na bisa kena celana maneh? Eta kontol apa selang steam motor?,2022
2022-08-02,@twistkorasakeju Kalo aku begini secara aku orang sunda anjing bucat ngeunah sayang ngeunah pisan...kontol kamu enak pisan sayang,2022
2022-08-07,@Alleria3110 Sunda kontol diem aja dah,2022
2022-10-07,@SUNDA_FESS Beli bakso kontol,2022
2022-01-29,@SUNDA_FESS Bahasa memek jeung kontol pa adu,2022
2022-07-06,@anjaliisemokk @abdul76674558 Nih mau kontol saya,2022
2022-08-04,@ruhutsitompul Hei kontol..anak Anjing haram jadah..cina lari kan uang negara 54 Triliun...kau diam anjing mana bacot kau kyk babi..,2022
2022-09-04,@BennyHarmanID @almagentia369 turunkan mukidi cina kontol,2022
2022-10-04,@SUNDA_FESS Kontol,2022
2022-07-22,@SUNDA_FESS *dalam hati Kontol!,2022
2022-10-03,@rudolfvck Cina kontol dong. Mana bisa salah,2022
2022-02-07,@SUNDA_FESS kontol maneh,2022
2022-10-15,@SUNDA_FESS Neng cek Aa mah angge heula logic thinking-na ... Simpen heula hate kamu na. Biarkan pikiran km berbicara. Sok pikirkeun mnh boga lalaki nu grepe² awewe lain ... Lalaki kitu mah mokondo Neng. Mokondo (modal kontol doang) Segera akhiri Neng ... Hubungan Anda dgn Dia.,2022
2022-11-08,@kontol_borneyo Makannya tidur di lengan aku aja,2022
2022-08-17,@safira_aml Cina lacur... Pasti enak di ewe rame2 ma kontol pribumi... Dijadiin tempat penampungan peju... Asikkk,2022
2022-06-05,@ernestprakasa cina kontol,2022
2022-10-15,@SUNDA_FESS Wkwkw kontol,2022
2022-07-27,@coelsambeel @namaguauang @SUNDA_FESS Kalian semua kontol,2022
2022-11-21,pengen streaming pildun wifi malah kaya kontol,2022
2022-09-02,@yooursbabee Hilmi kontol nyolong fto dr mana buat nipuin orang??,2022
2022-11-02,@hmzhh_mn @nicoerdi @ilyas_soepnji @taurunians Kontol aja dari bahasa Jawa kuno,2022
2022-12-07,@SUNDA_FESS kontol ragil,2022
2022-10-18,@SUNDA_FESS kontol?,2022
2022-11-08,@detikcom @detik_jatim Polisi kontol,2022
2022-08-13,@SUNDA_FESS Sia nyaho kudu kumaha! Ikh kesel kontol?,2022
2022-12-05,@windrugs @sf4cee So soan Sunda gitu maneh wkwkwk menurut aing sih emg kontol tu cowo dah gitu aja.,2022
2022-02-28,@SUNDA_FESS kontol,2022
2022-08-07,@cutiiiebean @SUNDA_FESS ih sia mah kanu kontol teh ni semangatt,2022
2022-06-16,@killyourid0l @penajoyko org cina kontol kecil tp mereka bs bkin dunia ketar ketir mas tlong jgn diremehin,2022
2022-12-07,@SUNDA_FESS kontol jawaban eta kan nu dikahayang kumaneh nder,2022
2022-07-24,Dipaksa kocokin kontol orang cina vidio : @BokepBigoli full vidio kolom komentar #SANGE_AAAAAAAAAAH #chika20jt #OpenBO #MEMEKBASAH #kontolngaceng #vcscolmek https://t.co/dV34H860Mi,2022
2022-05-08,lah aing nu getih sunda asli karep apal lah amun kehed teh artina kontol???? padahal mineng dipake anjeng,2022
2022-02-01,@SUNDA_FESS Kontol kok dikasi nama aneh aneh aja,2022
2022-12-13,@SUNDA_FESS burung kontol,2022
2022-09-09,@cavutes jawa ngaku sunda kontol,2022
2022-02-11,@pianjg @SUNDA_FESS Owh berarti lucu atuh siga kontol,2022
2022-11-30,@bdbh1307 @sileosaa @faizsadad_ Oo iya. Saya googling2 lagi kata kontol tuh nggak cuma ada di bahasa Jawa tapi juga di bahasa Bali. Kalau di bahasa Bali arti kontol sama kayak di KBBI yaitu kemaluan laki2 secara umum. Btw kalau menurut kamus Jawa Kuna kontol tuh malah bukan bijinya mas. Tapi kantung bijinya,2022
2022-10-05,@abcdugiiil @SUNDA_FESS skrg suka cewek soalnya cowok kemarin kayak kontol :'(,2022
2022-01-21,@Ridaf19 Itu forum rapat lain keur dwarkop kecuali Dahlan ngmng org Sunda goblog cz urg Sunda kurg Jawa Jawa kontol Jawa koek karek mslh. Mun keur rapat mah nyak heueuh make bhs Indonesia da dforum teh lain urg Sunda ungkul koplok,2022
2022-03-31,@SUNDA_FESS Kontol,2022
2022-11-14,@MAB kontol.ens,2022
2022-09-24,@SUNDA_FESS kontol,2022
2022-07-07,kontol aing sampe bayar spotify premium cuma buat dengerin 1 lagu. kesel aing lama lama sama sonklot not available in your country wae. emg rada hese ngedengeken musik di tanah sunda mah ‍️,2022
2022-06-04,@SantorinisSun Ini salah satu akun pasukan pacinko (PAsukan CINa KOntol) PKI keturunan pho ang thui yg ditugaskan jadi provokator...,2022
2022-07-19,@UsniErlangga CIKON!! CINA KONTOL!!,2022
2022-05-13,@SUNDA_FESS anak anjing kuaing tenggel lah jelmana kontol,2022
2022-01-09,@SUNDA_FESS Kontol,2022
2022-10-09,@PresidenKopi kontol Babi gmn ya bentuknya.??,2022
2022-10-02,Ayo Pak KAPOLRI @ListyoSigitP COPOT &amp; SELIDIKI KAPOLDA JATIM INI hari ini juga..... Selidiki juga siapa tahu dia TERLIBAT JUDI BOLA ONLINE KONSORSIUM 303 makanya GAK IJININ LAGA SORE..... IWAN BULE TOLOL KONTOL CAWAGUB JAWA BARAT @mohmahfudmd @theafcdotcom,2022
2022-08-08,Ada pepatah cina triak mokondo tapi tidak dengan momekdo dahal ngentot tu kontol masuk memek ga kontol diputer trus diliatin cewenya doang,2022
2022-10-02,@samskoy Blacklist timnya kalo perlu banned selamanya sbg sanksi ulah dari supporternya. Venue piala dunia pindahin dari Jawa Timur ke Provinsi lain yg suporternya relatif lebih waras dan gak kek kontol begitu. Masih banyak opsi dari pada harus membatalkan.,2022
2022-10-19,@fundameeental Kidul as spoken of sunda a character mean is Ratu pantai selatan. Mobile legend kontol,2022
2022-11-24,@kontol_borneyo Cipokan sampe subuh,2022
2022-10-31,@sitidew40251554 @Ade98757653 @M45Broo Apaan si lo? Dikit2 kok kodran kadrun. Klo cuma mau presiden Jawa bikin aja republik jawa sana. Emang kontol lah lorang ini.,2022
2022-11-24,@TediSuryana4 @bro_aLy9 woyy tedi kontol... itu yg dipake baju koko namanya.. dari cina... orang arab gak ada yg dipanggil koko,2022
2022-08-04,Cina kontol,2022
2022-10-30,@ragezouave kontol di daerah gw 50% orang jawa kalo dapet kerja borongan mau di bayar full di muka baru kerja setengah jadi orang nya minggat .tapi 50% nya lurus lurus aja sih ya,2022
2022-09-01,sepa anak anjing malah ilang kontol,2022
2022-12-01,@edisa_oktonika @amarrgh @thingaboutris @Askrlfess Bacot lo cina kontol,2022
2022-12-19,@SUNDA_FESS era ku kontol kitu,2022
2022-10-10,mentally im not in this organization. fuck them. fuck the situation. udah beribu kali aku sama temen2ku ngasitau ttp aja pada akhirnya ngebebanin aku sm yg lain. bocil2 kontol,2022
2022-10-08,@SasliRahadi1 @kopikongdjie_ @manggeojo74 @tvOneNews Blok giliran Kalimantan hutannya di tebangin buat bangun fasilitas bilangnya #savehutan kontol mau nya apa dah aneh bet iri jawa fasilitasnya lebih bagus di banding pulau² lain giliran mo di bangun #savehutan hadeh,2022
2022-11-25,@tololmeroket Kontol .!!!! Gua lebih percaya hitler orang sunda ketimbang omongan lu .,2022
2022-09-03,@Yulia_NS79 @DivHumas_Polri @humaspoldagtlo turunkan mukidi cina kontol,2022
2022-08-31,@yooursbabee Tukang tipu kontol jgn percaya!!,2022
2022-06-20,@slave_cina Anjing betina jalang budak kontol gratisan siap di pakek rame2,2022
2022-11-30,@CNNIndonesia OBJEKAN SI CINA KONTOL BABI KARNA MEREKA UDAH KUASAI NIKEL LATERAL UTK BAHAN LITHIUM BATRE YG MEREKA KERUK DARI SDA KITA SENDIRI GARA2 KEBODOHAN SI LUMUT . JADINYA MEREKA MAU JADIKAN KITA TARGET MARKETNYA ATAS PAKSAAN REGIME KUNYUK,2022
2022-07-14,@SUNDA_FESS Styacation staycation tai anjing nya muhun sumuhun da ges gede maneh teh geus apal sebab akibat ah mun di gengereuhkeun ulah staycation kalah ngalunjak nya muhun sok lebok ku sia we ayena mah anjing memek kontol babi lah,2022
2022-07-21,@SUNDA_FESS Kontol banget suaranya khas,2022
2022-12-14,@SUNDA_FESS Lu kontol udh gtu aja,2022
2022-02-17,Begal kontol,2022
2022-08-11,makin lama kutengok orang cina ini makin kek kontol ya,2022
2022-10-01,@ex_AnakLolina Kau kira indonesia ini cuma jawa aja Kau buat aja negara satu spesial pulau jawa,2022
2022-05-25,@sigitwid @aniesbaswedan @ArizaPatria @Roni_ASC Kontol emang @psi_id sini anjir kaltim tu tambang batu baru punya oligarki genk bawa imigran cina..loe diem aja bangsaaat,2022
2022-09-15,@ndagels No pict no hoax pliss mas jawa pap kontol dlu anjing,2022
2022-11-21,@Khoirul75477760 Kontol mari bawa de ke Papua tuh laki bangsat baru yg Vidio Jawa puki tuh itu perempuan goblok koi keluar dari de PU rahim baru ko berani sekali pukul perempuan taigosi ko,2022
2022-07-28,@SUNDA_FESS Hakan tah kontol,2022
2022-10-11,@RoadVoucher @patrick_chang88 @pocketyoyo @Dennysiregar7 Berharga bapaklu tai nih keturunan cina kontol. Cina itu negara sampah mereka pendatang haram NKRI. Goblok lu https://t.co/0QCPgar4bV,2022
2022-07-15,@notanyo49529692 Memek cina pasti seneng diewe ama kontol pribumi,2022
2022-05-16,di bahasa sunda tuh kontol lebih kasar dari kanyut jadi kalo ngatain kontol kalau nyebut kelamin kanyut,2022
2022-08-11,@catchmeupid Cina kontol,2022
2022-10-06,sakit hati bngt di teriakin cina kontol,2022
2022-11-05,@HelmiFelis_ Ah sama aja 2 kelompok cebong kadrun kontol. Yang satu pen bantai cina satu pen bantai Arab. Yang harus dibantai itu cebong kadrun kelompok berisik yang pasti kekal di neraka,2022
2022-11-30,@SUNDA_FESS kontol,2022
2022-07-03,kontol gue nih lagi nonton film cina brengsek https://t.co/97xeaY42r3,2022
2022-08-03,Telkomsel KONTOL mana bisa . provider ngentod. harga mahal kualitas anjing . yuk kita pindah provider jgn gunakan produk BUMN. biar mati sekalian perusahaan antek cina . @Telkomsel #Boikottelkomsel #BUMNisinyacinadankoruptor https://t.co/e8hx0zi6XT,2022
2022-05-19,@SUNDA_FESS piscok kontol,2022
2022-10-18,@starrbiss gajelas jawa kontol bhonk,2022
2022-02-25,@SUNDA_FESS Gorowokeun we kontol kitu,2022
2022-11-19,kontol gua bingung harus gimana,2022
2022-04-04,@SUNDA_FESS Uang buat keseharian sehari-hari itu ga miskin kontol. Miskin tuh kalo sia teu boga duit saperak perak acan.,2022
2022-10-30,@SUNDA_FESS naon sih kontol,2022
2022-03-25,@hiyojpg Funfact mamas tuh bahasa halus kontol dalam bahasa sunda,2022
2022-10-18,@piggydeath2 @diiiiitt @IndahMSari @wiwiknengg @JaKebayoran2001 @AnakGawang28_ @jkt_siamonoi lu goblok nimbrung di pembahasan kasus jakarta pake bahasa jawa di kasih saran malah ngatain goblok sok keras lu kontol,2022
2022-07-20,Marlboro Red 1 pack for 11 euro Ini gua beli di minimarket lingkungan deket hotel yang jual orang cina Itu warna bungkusnya warna campuran abu2 dan ijo yang pernah gua baca sebagai warna paling jelek di dunia gada menariknya samsek Rokok paling ga enak dari semua rokok Kontol https://t.co/nMhbtUlyZN,2022
2022-09-14,vini ga jelas kontol gocak gocek ga lewat turu,2022
2022-10-29,@SUNDA_FESS kontol,2022
2022-10-15,@SUNDA_FESS kontol,2022
2022-05-19,@SUNDA_FESS Kaya Kontol,2022
2022-11-21,@bill_pra @Serterah Anjg bili anak kontol wkwkwkw,2022
2022-08-19,Rapunzel kontol rasis enak bngt ngomong nya cina cina..,2022
2022-08-17,@SUNDA_FESS kontol,2022
2022-11-24,jawa kontol,2022
2022-08-06,@bijikendor_77 @woshi_L_U_K_E @_ekokuntadhi Eh kontol arab gw Cina gw akan cari dan mutilasi elo,2022
2022-11-21,@crotonyoface Pastinya.... Kontol pribumi lebih gede2... Ngentotin cina ya enak lah,2022
2022-02-08,@djwpsh a ya bahasa sunda kontol tetep kontol,2022
2022-03-13,@keanupahIevi @heylutfi_ Sugeng enjing sunda kontol,2022
2022-08-20,@Kelvin_287 @AhmadSahidah @knpiharis @ListyoSigitP @DivHumas_Polri @Dennysiregar7 Cina kontol jangan sok keras !,2022
2022-12-10,@therealdajjal Org sunda 'era mah kontol na tarang.',2022
2022-02-12,@ftari__ @SUNDA_FESS kontol ngadi ngadi,2022
2022-02-04,@SUNDA_FESS Macam kontol,2022
2022-11-12,capek gua kontol diginiin mulu,2022
2022-11-22,@primevideoid Film kontol dan busuk ini mah pasti isinya muka si atta peler doang yg di shoot kameranya,2022
2022-02-28,@SUNDA_FESS KONTOL,2022
2022-05-14,@amergolddd @_silentmary @SUNDA_FESS @yusuproyanun Oalah kontol bisa dimakan ya,2022
2022-06-20,@SUNDA_FESS Kamu kalo mau putus bilang aja gausah libatin org lain gausa pake cara selingkuh segala plis kalo sekiranya gabisa baik coba belajar buat baik jangan malah jadi gabaik. Tolong jangan suka gantiin tugas setan ya. DASAR KONTOL,2022
2022-11-27,Akun asli,2022
2022-10-21,@alisyariati @DhenBei03 @Muhamma87797214 @abu_waras Cina pinter eluh mikirin kontol Mulu sih sama kaya habib rizieq,2022
2022-07-06,@Guasiapaya8 @AndriHooper @SUNDA_FESS Atuh da enya... Lebih ke hulu kontol sih.,2022
2022-08-31,@urbianx kontol,2022
2022-02-25,@SUNDA_FESS ku Allah disimpen kontol dinu palangkakan teh meh teu kaciri kubatur naha aisia ujug2 ditemong2. stress,2022
2022-09-26,@ggnalig Orang jawa Mamas = kakak laki laki Orang sunda Mamas = kontol,2022
2022-12-09,@SUNDA_FESS Biasa sok tara betah ka kontol anu lineuk. Resep neangan nu anyar meh lingas cenah,2022
2022-10-16,@itscarmila_nad @farhah_u @ceudanabos @discommie Lah org malaysia kontol suka pake kebaya jawa dimana mereka sendiri rasis sama jawa MALAYSIAN TOLOLLLLLLLLLLL,2022
2022-08-01,kontol bgt punya temen muka cina rambut di gimbalin anjing,2022
2022-06-25,@SUNDA_FESS gede bacot kontol hirup hirup batur sia nu riweuh wani mah ulah ngomong di base atuh ngomong langsung ka jelemana cuih,2022
2022-09-03,@__o000BlockL0c Betul Jokowi itu satria piningit jelmaan siluman babi cina sabdo palkon (pala kontol) Makanya kelakuannya kayak babi Semua kaum nusantara keturunan babi Makanya sekaranglah tiba pemusnahan babi berwujud manusia dari bumi ini,2022
2022-11-20,@higgsdomino_id CINA KONTOL BABI,2022
2022-10-21,@bagihumor cintol (cina kontol),2022
2022-10-18,@SUNDA_FESS Kontol,2022
2022-09-20,@SUNDA_FESS Sia kontol hayang ditincak ih tolol pisan wkwkwk,2022
2022-07-12,@Bambang_Budimab @ekowboy2 Kontol Budiman cina maling semua https://t.co/4Dp0kCLeA7,2022
2022-11-25,bukan nya my gf yg nge call malaaaaaa org cina kontol babi https://t.co/5D8xook2sI,2022
2022-11-09,KONTOL,2022
2022-06-15,@febysukma_ Wah jangan bawa2 suku lah kontol orang Sunda tidak semua kaya gitu tweet lu blunder,2022
2022-08-27,@Okihita si rasis kontol ini masih aja berani cakap noh lu tanggepin yang ngereply di twit sebelumnya paling kau cherrypick lagi dimana salahnya batak stereotipnya rentenir tapi bosnya Jawa cok ras kau itu sendiri masih belum berdikari di pulau kau sendiri mangkanya kau cari makan di Jawa,2022
2022-01-28,@Natalie__Christ @Nathalie_Chruts Mau kontol yg mana ne . Banyak Macam kontol sama kau.! Ada kontol Sunda Jawa Batak cina Bali Kalimantan Padang pekan baru Garut dll... Di pilih ya neng ..?? https://t.co/zAM3k7PPXZ,2022
2022-05-13,@katzen_jammer Maaf kak di cilegon Gemblong dan Kontol Sapi itu berbeda. Gemblong itu sama dengan Uli kalo di Sunda. Dan bentuknya memipih/sesuai wadah. KS berbahan dasar serupa tapi sudah dibentuk lonjong digoreng full ditaburi gula Putih diluarnya. Karena bentuknya itu lah disebut K-S.,2022
2022-05-13,@SUNDA_FESS sugan teh kontol,2022
2022-10-21,@SUNDA_FESS Kontol,2022
2022-10-02,@SUNDA_FESS sender goblog jual hp beli otak. kontol,2022
2022-02-04,@SUNDA_FESS hei lihat ada tukang pentol KONTOL!,2022
2022-07-05,@9OSREMIX mamas kl sunda artinya kontol,2022
2022-11-15,@sukakuli853 Mau dong nyobain kontol kuli.,2022
